SL NO,Hotel_name,Location,Price,Discount,Total Rating,Rating(out of 5),Hotel ID,Booking ID,Booking Status,Payment Mode (online/offline),No of Guest,check in time,check in status,Total Price,Customer ID,Review,URL
106,OYO Flagship 79381 DM Residency Near Goraguntepalya Metro Station,"Rajarajeshwari Nagar Zone, Bangalore",977,67%,179,4,161125,XYZ4406,confirmed,offline,2,1:00pm,completed,5000,CUST1066,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/161125
107,OYO Flagship 811000 Atithi Comforts,"Yeshwantpur, Bangalore",981,67%,6,4,172765,XYZ4407,confirmed,offline,2,6:50pm,completed,3000,CUST1061,Check-in process was slow and frustrating.,https://www.oyorooms.com/172765
108,OYO Royal Inn Near Iskcon Temple Bangalore,"Near 14th Main Road, Rajaji Nagar, Bangalore",988,67%,278,4,184007,XYZ4408,confirmed,offline,2,9:00pm,completed,5000,CUST1096,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/184007
109,OYO Flagship 810144 Sunder Nivas,"Yeshwantpur, Bangalore",911,67%,28,4,191598,XYZ4409,confirmed,online,2,3:45pm,completed,10000,CUST1167,Room was not clean upon arrival.,https://www.oyorooms.com/191598
110,Super OYO Capital O King Suites -hennur Near D Mart,"East Zone, Bangalore",1293,65%,164,4,194280,XYZ4410,confirmed,online,2,4:00pm,completed,6000,CUST1434,Very affordable with good facilities.,https://www.oyorooms.com/194280
111,Super OYO Capital O Savi International Near Bengaluru Palace,"Near Mantri Square Mall, Sheshadripuram, Bangalore",2099,65%,1044,5,202963,XYZ4411,confirmed,online,2,6:00pm,completed,4100,CUST1095,Would definitely recommend to others.,https://www.oyorooms.com/202963
112,OYO Hotel Diva Residency Near Nayandahalli Metro Station,"Near Syndicate Bank, Gandhi Nagar, Banglore",1228,68%,20,5,207917,XYZ4412,confirmed,online,2,12:00pm,completed,4100,CUST1152,Excellent location and friendly staff.,https://www.oyorooms.com/207917
113,OYO Home Exotic Stay Bsk 3rd Stage,"Katriguppe, Bangalore",1282,64%,568,4,212391,XYZ4413,confirmed,online,2,4:00pm,completed,4100,CUST1402,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/212391
114,Flagship Pride Inn,"14 Cross Hosur Main Road, Bangalore",1289,64%,373,5,61343,XYZ4414,confirmed,online,2,12:00pm,completed,4100,CUST1211,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/61343
115,OYO Hotel Turista,"Near Central Silk board, BTM Layout, Bangalore",910,67%,1086,5,192841,XYZ4415,confirmed,online,2,12:00pm,completed,4100,CUST1448,Check-in process was slow and frustrating.,https://www.oyorooms.com/192841
116,Super OYO Flagship Majestic Near Lalbagh Botanical Garden,"Near Majestic Railway Station, Akkipete, Bangalore",1509,65%,1158,5,78744,XYZ4416,confirmed,online,2,12:00pm,completed,5000,CUST1200,Excellent location and friendly staff.,https://www.oyorooms.com/78744
117,OYO Home Leva Homes Near Baiyappanahalli Metro Station,"Mahadevapura Zone, Bangalore",1236,65%,1013,2,79813,XYZ4417,confirmed,online,2,12:00pm,completed,5000,CUST1297,"Great stay, very clean and comfortable.",https://www.oyorooms.com/79813
118,Capital O Gn Suites Near OM SHAKTHI TEMPLE,"Near Sub Registrar ice, Banaswadi, Bangalore",1734,65%,771,4,81665,XYZ4418,confirmed,online,2,1:00pm,completed,5000,CUST1256,"Great stay, very clean and comfortable.",https://www.oyorooms.com/81665
119,OYO Townhouse 093 Ramamurthy Nagar Near Baiyappanahalli Metro Station,"Near Ramamurthy Nagar Signal, Bangalore,Karnataka",1901,65%,769,3,84081,XYZ4419,confirmed,online,2,12:30pm,completed,5000,CUST1317,Room was not clean upon arrival.,https://www.oyorooms.com/84081
120,Collection O 812451 The Grand Budget Hotel,"Karnataka , Bangalore",1536,67%,93,3,109893,XYZ4420,confirmed,online,2,3:00pm,completed,5000,CUST1143,"Poor service, not worth the price.",https://www.oyorooms.com/109893
121,Flagship My Own Nest Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,"Near Srinivasa Temple, Bangalore",1342,65%,223,3,197933,XYZ4421,confirmed,online,2,2:00pm,completed,4100,CUST1308,Very affordable with good facilities.,https://www.oyorooms.com/197933
122,OYO Flagship 5590 Ujwal Residency,"Near Indian Oil Petrol Bunk, Divanarapalya, Bangalore",1179,67%,20,3,211540,XYZ4422,confirmed,online,2,1:50pm,completed,3500,CUST1147,"Poor service, not worth the price.",https://www.oyorooms.com/211540
123,OYO Flagship 810304 New Pavithra Paradise,"No 462 3rd Phase 3rd Block Havanur Circle Basaveshwaranagar Bangalore, Bangalore",1071,64%,278,3,176649,XYZ4423,confirmed,online,2,4:50pm,completed,3500,CUST1474,Would definitely recommend to others.,https://www.oyorooms.com/176649
124,OYO Sri Sai Guru Comforts,"Near Kodigihalli Gate, Byatarayanapura, Bangalore",1159,65%,75,3,209635,XYZ4424,confirmed,online,2,1:44pm,completed,6540,CUST1327,Check-in process was slow and frustrating.,https://www.oyorooms.com/209635
125,Flagship Elite Stay Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,"Jp Nagar, Bangalore",1392,65%,14,3,203140,XYZ4425,confirmed,online,2,12:00pm,completed,5400,CUST1341,"Average experience, nothing special.",https://www.oyorooms.com/203140
126,SPOT ON 810681 Vasavi Residency,"Bangalor, Bangalore",725,70%,27,4,210463,XYZ4426,confirmed,online,2,12:44pm,completed,3540,CUST1391,"Average experience, nothing special.",https://www.oyorooms.com/210463
127,OYO Flagship 810484 Royal Galaxy Lodge,"05th road cross Iblur bus stop. opposite Colombia asia hospital.sarjapur outer ring road. , Bangalore",743,72%,661,4,211795,XYZ4427,confirmed,online,2,4:52pm,completed,6520,CUST1003,Would definitely recommend to others.,https://www.oyorooms.com/211795
128,Capital O 70991 Prime Square ,"Centrally Located, Near Kalyan Nagar Bus Stand, 1st stage, Bangalore",1377,65%,231,4,212389,XYZ4428,confirmed,online,2,12:00pm,completed,5500,CUST1296,"Great stay, very clean and comfortable.",https://www.oyorooms.com/212389
129,OYO Royal Residency Near Hare Krishna Hill,"Near Taj Yeshwantpur, M S K Nagar, Bangalore",1088,65%,254,4,50659,XYZ4429,confirmed,online,2,12:00pm,completed,6500,CUST1329,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/50659
130,OYO 8501 ABHIMAANI COMFORTS,Kanakpura main road metro pillar number 45 nearby Banashankari metro station JP Nagar,1403,65%,271,4,54651,XYZ4430,confirmed,online,2,1:30pm,completed,6000,CUST1468,Excellent location and friendly staff.,https://www.oyorooms.com/54651
131,Flagship S M Residency Near Mysore Road Metro Station,"Nagarbhavi, Bangalore",1276,64%,14,4,58233,XYZ4431,confirmed,online,2,2:00pm,completed,4000,CUST1259,Room was not clean upon arrival.,https://www.oyorooms.com/58233
132,Flagship Sree Nandanam Residency,"Bengaluru, Bangalore",1014,67%,837,4,161653,XYZ4432,confirmed,online,2,12:00pm,completed,3000,CUST1320,"Average experience, nothing special.",https://www.oyorooms.com/161653
133,OYO Townhouse 076 Hebbal,"Dasarahalli, Bangalore",1950,65%,514,4,47047,XYZ4433,confirmed,online,2,12:00pm,completed,2000,CUST1294,"Average experience, nothing special.",https://www.oyorooms.com/47047
134,Super OYO Exotica Hotels Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,"Near Jayadeva Flyover, BTM Layout, Bangalore",1876,64%,126,4,100255,XYZ4434,confirmed,online,2,4:00pm,completed,5000,CUST1358,Room was not clean upon arrival.,https://www.oyorooms.com/100255
135,OYO Flagship V R Residency Near Sri Amruth Chithra Mandira,"Centrally Located, Near 4th block, HBR Layout, Bangalore",1398,65%,96,4,103109,XYZ4435,confirmed,online,2,4:00pm,completed,4000,CUST1340,Would definitely recommend to others.,https://www.oyorooms.com/103109
136,Collection O 62387 Emara Grand Hotel,"H S R Layout, Bangalore",2489,65%,8,5,103950,XYZ4436,confirmed,online,2,4:00pm,completed,3000,CUST1039,"Poor service, not worth the price.",https://www.oyorooms.com/103950
137,OYO Flagship 80878H Century Gardens,"Bengaluru, Bangalore",1412,65%,203,5,104902,XYZ4437,confirmed,online,2,1:30pm,completed,4000,CUST1081,Check-in process was slow and frustrating.,https://www.oyorooms.com/104902
138,Hotel Telehaus International Near Lalbagh Botanical Garden,"Near Karnataka Bank, Shanti Nagar, Bangalore",2099,65%,99,5,111983,XYZ4438,confirmed,online,2,2:00pm,completed,5000,CUST1446,"Poor service, not worth the price.",https://www.oyorooms.com/111983
139,OYO Townhouse 078 DODDA BANASWADI,"Near Udupi Upachar, Lakshmamma Layout, Bangalore",2082,65%,287,5,113741,XYZ4439,confirmed,online,2,12:00pm,completed,2000,CUST1283,Would definitely recommend to others.,https://www.oyorooms.com/113741
140,Flagship Hotel Amster Inn,"Near Mysore RD. Metro Station, FCI Layout, Bangalore",1500,65%,1,5,113867,XYZ4440,confirmed,online,2,1:00pm,completed,5000,CUST1145,"Poor service, not worth the price.",https://www.oyorooms.com/113867
141,Collection O 812391 Sri Skanda Inn,"Venugopal Reddy Layout, Bangalore",1384,67%,4,3,14276,XYZ4441,confirmed,online,2,12:00pm,completed,4000,CUST1477,Would definitely recommend to others.,https://www.oyorooms.com/14276
142,Collection O B Six Hotel,"Kalasipalyam Main Road, Bangalore",2392,65%,159,1,14561,XYZ4442,confirmed,online,2,1:00pm,completed,3000,CUST1189,"Poor service, not worth the price.",https://www.oyorooms.com/14561
143,OYO Flagship 810923 Hotel Shiva International,"Bangalore, Bangalore",1286,68%,13,2,169694,XYZ4443,confirmed,online,2,12:00pm,completed,5000,CUST1347,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/169694
144,Collection O Fortune Rooms,"Karnataka , Bangalore",1538,65%,14,1,175250,XYZ4444,confirmed,online,2,12:00pm,completed,2000,CUST1050,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/175250
145,Collection O Ira International Boutique Hotel,"India, Bangalore",2211,65%,7,1,184081,XYZ4445,confirmed,online,2,5:00pm,completed,10000,CUST1066,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/184081
146,OYO Flagship 81138 Gm royals,"Karnataka, Bangalore",643,69%,13,2,189840,XYZ4446,confirmed,online,3,6:00pm,completed,2000,CUST1207,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/189840
147,Collection O Metro O Comforts,"JP Nagar Metro Station, JP Nagar, Bangalore",1566,65%,23,2,194927,XYZ4447,confirmed,online,3,1:00pm,completed,5000,CUST1340,"Great stay, very clean and comfortable.",https://www.oyorooms.com/194927
148,OYO Flagship 810805  My Own Nest II Ramamurthy Nagar,"Devki Apparao Layout, Bangalore",1442,67%,90,5,19640,XYZ4448,confirmed,online,3,9:00pm,completed,2000,CUST1413,"Poor service, not worth the price.",https://www.oyorooms.com/19640
149,Palette - Hotel Metro View Inn,"India, Bangalore",2601,47%,9,4,196447,XYZ4449,confirmed,online,3,4:00pm,completed,4000,CUST1327,"Great stay, very clean and comfortable.",https://www.oyorooms.com/196447
150,OYO Flagship 69693 The Royal Park ,"Near OYE Amritsar, New Tippasandra, Banglore",2339,65%,1,4,197545,XYZ4450,confirmed,online,3,4:50pm,completed,2500,CUST1285,Check-in process was slow and frustrating.,https://www.oyorooms.com/197545
151,OYO Flagship 44601 Cloud Stay,"Near Sai Baba Temple, Kudlu Gate, Bangalore",1773,65%,417,4,198013,XYZ4451,confirmed,online,3,1:40pm,completed,2400,CUST1450,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/198013
152,Collection O 809961 New Royal Serenity Inn,"India , Bangalore",1772,65%,1248,3,198451,XYZ4452,confirmed,online,3,3:55pm,completed,3250,CUST1076,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/198451
153,Super OYO Flagship Archana Inn Near Lalbagh Botanical Garden,"Near Minerva Circle, JC Road, Bangalore",1189,65%,137,5,198729,XYZ4453,confirmed,online,3,1:25pm,completed,3250,CUST1298,"Average experience, nothing special.",https://www.oyorooms.com/198729
154,Collection O Premium Eden Au Lac Near Sri Someshwara Swami Temple,"Near Indiranagar Police Station, Indiranagar, Bangalore",1953,64%,200,5,199494,XYZ4454,confirmed,online,3,1:40pm,completed,3400,CUST1475,"Great stay, very clean and comfortable.",https://www.oyorooms.com/199494
155,OYO Flagship 92604 Sp Residency Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,"Btm 2nd Stagenull, Bangalore",890,73%,185,4,203877,XYZ4455,confirmed,online,1,1:00pm,completed,3500,CUST1181,"Great stay, very clean and comfortable.",https://www.oyorooms.com/203877
156,OYO Flagship NR Residency Near Nexus Mall Koramangala,"Near Teacher's colony Park, Jakkasandra, Bangalore",1050,76%,249,4,204999,XYZ4456,confirmed,online,1,3:00pm,completed,2400,CUST1046,Very affordable with good facilities.,https://www.oyorooms.com/204999
157,OYO Flagship 7558 Galaxy Inn,"Shivaji Nagar, Bangalore",1781,65%,63,5,206896,XYZ4457,confirmed,online,2,12:00pm,completed,3500,CUST1193,"Poor service, not worth the price.",https://www.oyorooms.com/206896
158,OYO Nr Royal Near Nexus Mall Koramangala,"Sector 6, HSR Layout Ward, Bommanahalli Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka",1272,65%,1273,5,207116,XYZ4458,confirmed,online,1,5:00pm,completed,3500,CUST1123,Very affordable with good facilities.,https://www.oyorooms.com/207116
159,OYO Flagship 13043 SREE SAI SUITES,"Near SBI Bank, RT Nagar Main Road, Bangalore",1672,65%,2372,5,207801,XYZ4459,confirmed,online,1,1:40pm,completed,2400,CUST1143,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/207801
160,Super OYO Flagship Olivia Comforts Near Nexus Mall Koramangala,"Near Eat Street, Kormangala, Bangalore",2717,67%,4151,5,208367,XYZ4460,confirmed,online,1,5:00pm,completed,3500,CUST1236,Excellent location and friendly staff.,https://www.oyorooms.com/208367
161,Super OYO Collection O Compact Green View Near Nexus Mall Koramangala,"Near Ejipura Bus stand, Ashwini Layout, Bangalore",598,71%,1101,5,208576,XYZ4461,confirmed,online,2,4:60pm,completed,3600,CUST1084,Excellent location and friendly staff.,https://www.oyorooms.com/208576
162,Super OYO Flagship Varcity Phi Premium Pavilion Near Ragigudda Sri Prasanna Anjanayeswamy Temple,"B T M Layout, Bangalore",1361,64%,1995,5,209067,XYZ4462,confirmed,online,3,4:85pm,completed,3850,CUST1176,Room was not clean upon arrival.,https://www.oyorooms.com/209067
163,Flagship White Fort Near Lalbagh Botanical Garden,"Dispensary Rd, Kalasipalya,Bangalore",572,68%,1762,4,209957,XYZ4463,confirmed,online,4,12:00pm,completed,2400,CUST1163,Very affordable with good facilities.,https://www.oyorooms.com/209957
164,Capital O Elegant Amethyst Business Hotel Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,"5th Block, Jayanagar, Bangalore",576,72%,1434,5,212417,XYZ4464,confirmed,online,3,1:00pm,completed,3600,CUST1283,Room was not clean upon arrival.,https://www.oyorooms.com/212417
165,Super OYO Hotel Subha Residency Near Cubbon Park,"Majestic, Bangalore",677,75%,431,2,213063,XYZ4465,confirmed,online,3,12:22pm,completed,3520,CUST1169,Very affordable with good facilities.,https://www.oyorooms.com/213063
166,Capital O Victorian Comforts Near Sri Someshwara Swami Temple,"Near Adams Creation, Victoria Layout, Bangalore",581,75%,165,3,37788,XYZ4466,confirmed,online,3,12:50pm,completed,2500,CUST1345,Would definitely recommend to others.,https://www.oyorooms.com/37788
167,Flagship Hotel Gurudev Residency Near Cubbon Park,"Gandhi Nagar, Bangalore",1519,65%,1004,5,39193,XYZ4467,confirmed,online,3,12:00pm,completed,4600,CUST1083,Would definitely recommend to others.,https://www.oyorooms.com/39193
168,SPOT ON Hotel Sri Thirumala Lodge,"Opp BHEL, Bangalore",960,67%,888,4,42058,XYZ4468,confirmed,online,1,12:00pm,completed,3500,CUST1466,"Average experience, nothing special.",https://www.oyorooms.com/42058
169,Collection O Naidu Palace Near Iskcon Temple Bangalore,"Near Dhobi Ghat junction, Rajajinagar, Bangalore",1066,67%,103,2,42364,XYZ4469,confirmed,online,2,1:30pm,completed,5000,CUST1452,Check-in process was slow and frustrating.,https://www.oyorooms.com/42364
170,Super OYO Townhouse 258 Spruce Hotels Bellandur,"Bellandur, Bangalore",819,67%,129,3,43487,XYZ4470,confirmed,online,2,3:55pm,completed,4250,CUST1343,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/43487
171,Collection O 808132 Status Suites,"Bangalore , Bangalore",768,67%,798,4,48337,XYZ4471,confirmed,online,3,12:55pm,completed,4250,CUST1112,Would definitely recommend to others.,https://www.oyorooms.com/48337
172,OYO Exotic Stay Bg Road,"Bangalore Urban, Bangalore",699,80%,2919,5,48792,XYZ4472,confirmed,online,2,12:55pm,completed,4250,CUST1073,Excellent location and friendly staff.,https://www.oyorooms.com/48792
173,SPOT ON A Class Suites Near Hare Krishna Hill,"Bangalore Urban, Bangalore",599,76%,943,1,53500,XYZ4473,confirmed,online,2,12:00pm,completed,3500,CUST1373,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/53500
174,OYO Varcity Park Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,"Near SV Hospitals, Madiwala, Bangalore",576,77%,562,2,57340,XYZ4474,confirmed,online,2,2:00pm,completed,4500,CUST1240,Would definitely recommend to others.,https://www.oyorooms.com/57340
175,Flagship Aayush Corporate Stays Near Nexus Mall Koramangala,"Near Maharaja Signal, Kormangala, Bangalore",576,67%,709,5,61352,XYZ4475,confirmed,online,2,5:50pm,completed,4500,CUST1071,"Poor service, not worth the price.",https://www.oyorooms.com/61352
176,OYO Shree Mookambika Guest House Near Sri Someshwara Swami Temple,"Kormangla, Bangalore",549,72%,1086,3,6335,XYZ4476,confirmed,online,2,5:50pm,completed,3500,CUST1081,"Average experience, nothing special.",https://www.oyorooms.com/6335
177,OYO Corner Golf View Near Sri Someshwara Swami Temple,"Domlur, Bangalore",808,74%,1320,4,85477,XYZ4477,confirmed,online,2,3:50pm,completed,4500,CUST1477,Check-in process was slow and frustrating.,https://www.oyorooms.com/85477
178,Home Shiva Shakthi Inn Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,"J P Nagar, Bangalore",899,65%,2881,4,88842,XYZ4478,confirmed,online,2,8:50pm,completed,4500,CUST1154,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/88842
179,Super OYO Hotel Resida Elite Service Apartments Near Sri Someshwara Swami Temple,"Near Domlur Bridge, Indiranagar, Bangalore",1049,67%,140,5,95634,XYZ4479,confirmed,online,2,4:50pm,completed,4500,CUST1452,Would definitely recommend to others.,https://www.oyorooms.com/95634
180,Super OYO Townhouse 610 Derawal Nagar,"Near Vinayak Hoptiat, Gujranwala Town, Delhi",2011,65%,3508,2,98796,XYZ4480,confirmed,online,2,12:00pm,completed,3500,CUST1260,Very affordable with good facilities.,https://www.oyorooms.com/98796
181,OYO Shubh Guest House,"C1/64 Main Sarvice Road Soniya Vihar 3 Rd Pusta, Delhi",1002,65%,337,4,191101,XYZ4481,confirmed,online,2,3:50pm,completed,4500,CUST1063,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/191101
